ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
852.0,Chhattisgarh,Bilaspur,Locality_136,Property_Type,4.0,779.0,225.97,0.29,2008.0,Furnished,15.0,7.0,17.0,5.0,8.0,High,No,Yes,"Pool, Garden",North,Broker,Ready_to_Move
853.0,Delhi,Dwarka,Locality_306,Property_Type,5.0,2450.0,384.0,0.16,2012.0,Unfurnished,5.0,11.0,13.0,4.0,4.0,Low,Yes,No,"Pool, Gym, Garden, Clubhouse",West,Broker,Under_Construction
854.0,Gujarat,Ahmedabad,Locality_189,Property_Type,2.0,1104.0,25.1,0.02,2017.0,Furnished,8.0,29.0,8.0,2.0,8.0,Medium,No,Yes,"Pool, Gym",South,Builder,Ready_to_Move
855.0,Maharashtra,Pune,Locality_220,Property_Type,1.0,2216.0,276.06,0.12,2002.0,Semi-furnished,30.0,14.0,23.0,3.0,7.0,Low,Yes,Yes,"Gym, Garden, Clubhouse, Playground",West,Broker,Ready_to_Move
856.0,Telangana,Warangal,Locality_411,Property_Type,4.0,2551.0,426.65,0.17,1995.0,Unfurnished,24.0,15.0,30.0,2.0,6.0,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground, Gym",West,Builder,Ready_to_Move
857.0,Bihar,Gaya,Locality_155,Property_Type,2.0,3801.0,38.46,0.01,2004.0,Furnished,30.0,17.0,21.0,5.0,8.0,Medium,Yes,No,Garden,North,Builder,Under_Construction
858.0,Uttarakhand,Haridwar,Locality_131,Property_Type,1.0,5000.0,145.98,0.03,2015.0,Semi-furnished,25.0,3.0,10.0,5.0,10.0,Low,No,Yes,"Gym, Pool",South,Owner,Ready_to_Move
859.0,Odisha,Cuttack,Locality_126,Property_Type,1.0,733.0,184.78,0.25,2020.0,Semi-furnished,0.0,26.0,5.0,9.0,4.0,Low,No,No,"Pool, Playground, Clubhouse",North,Broker,Ready_to_Move
860.0,Kerala,Trivandrum,Locality_161,Property_Type,1.0,4941.0,439.72,0.09,2014.0,Semi-furnished,24.0,14.0,11.0,1.0,9.0,High,No,No,"Garden, Gym",North,Broker,Under_Construction
861.0,Karnataka,Mangalore,Locality_416,Property_Type,5.0,2354.0,337.59,0.14,1991.0,Semi-furnished,20.0,24.0,34.0,9.0,7.0,Low,Yes,Yes,"Gym, Playground, Clubhouse",North,Broker,Ready_to_Move
862.0,Rajasthan,Jaipur,Locality_369,Property_Type,1.0,4317.0,494.12,0.11,1992.0,Semi-furnished,11.0,19.0,33.0,3.0,3.0,Low,No,Yes,Pool,South,Builder,Ready_to_Move
863.0,Kerala,Kochi,Locality_246,Property_Type,1.0,2072.0,313.28,0.15,2004.0,Furnished,13.0,18.0,21.0,10.0,6.0,Medium,Yes,No,"Garden, Gym, Pool, Clubhouse, Playground",South,Owner,Under_Construction
864.0,Kerala,Trivandrum,Locality_215,Property_Type,5.0,652.0,224.98,0.35,2006.0,Furnished,17.0,6.0,19.0,6.0,4.0,High,Yes,Yes,"Clubhouse, Garden, Gym, Playground",West,Builder,Ready_to_Move
865.0,Bihar,Patna,Locality_433,Property_Type,3.0,3274.0,29.21,0.01,1994.0,Furnished,3.0,1.0,31.0,7.0,9.0,Low,No,No,"Garden, Playground, Gym",South,Builder,Under_Construction
866.0,Delhi,Dwarka,Locality_467,Property_Type,3.0,4622.0,53.53,0.01,1996.0,Furnished,9.0,30.0,29.0,5.0,7.0,High,Yes,No,"Pool, Playground, Clubhouse, Garden",West,Builder,Ready_to_Move
867.0,Rajasthan,Jodhpur,Locality_424,Property_Type,3.0,3671.0,325.59,0.09,2019.0,Unfurnished,0.0,19.0,6.0,7.0,6.0,High,No,Yes,"Gym, Clubhouse",East,Builder,Ready_to_Move
868.0,Punjab,Amritsar,Locality_197,Property_Type,3.0,2324.0,62.49,0.03,2007.0,Unfurnished,26.0,2.0,18.0,7.0,6.0,High,No,Yes,"Clubhouse, Pool, Playground, Gym",North,Builder,Ready_to_Move
869.0,Jharkhand,Ranchi,Locality_46,Property_Type,4.0,2555.0,306.93,0.12,2004.0,Semi-furnished,19.0,30.0,21.0,4.0,5.0,Low,No,Yes,"Garden, Playground, Gym, Pool",North,Broker,Under_Construction
870.0,Uttar Pradesh,Noida,Locality_244,Property_Type,2.0,3602.0,98.37,0.03,2008.0,Unfurnished,12.0,5.0,17.0,8.0,10.0,Low,Yes,No,"Garden, Playground, Clubhouse",West,Broker,Ready_to_Move
871.0,Telangana,Warangal,Locality_435,Property_Type,3.0,3136.0,343.39,0.11,2012.0,Unfurnished,24.0,3.0,13.0,4.0,3.0,Medium,No,No,"Garden, Pool, Clubhouse",West,Broker,Under_Construction
872.0,Tamil Nadu,Chennai,Locality_273,Property_Type,4.0,1050.0,404.92,0.39,2002.0,Unfurnished,19.0,23.0,23.0,7.0,7.0,Low,Yes,Yes,"Clubhouse, Garden, Playground",West,Broker,Under_Construction
873.0,Chhattisgarh,Bilaspur,Locality_468,Property_Type,2.0,3363.0,164.67,0.05,2009.0,Furnished,8.0,15.0,16.0,7.0,9.0,Medium,No,No,"Garden, Clubhouse, Playground, Pool, Gym",East,Owner,Ready_to_Move
874.0,Rajasthan,Jaipur,Locality_200,Property_Type,3.0,717.0,326.66,0.46,1995.0,Semi-furnished,24.0,11.0,30.0,3.0,8.0,High,No,No,Playground,East,Owner,Ready_to_Move
875.0,West Bengal,Durgapur,Locality_266,Property_Type,1.0,741.0,335.94,0.45,2016.0,Semi-furnished,13.0,29.0,9.0,6.0,7.0,Medium,Yes,Yes,"Pool, Gym, Garden, Clubhouse, Playground",West,Owner,Ready_to_Move
876.0,Punjab,Ludhiana,Locality_369,Property_Type,2.0,2354.0,208.49,0.09,2009.0,Unfurnished,16.0,19.0,16.0,1.0,2.0,Medium,No,No,Gym,North,Broker,Ready_to_Move
877.0,West Bengal,Durgapur,Locality_11,Property_Type,3.0,3710.0,454.99,0.12,2000.0,Semi-furnished,19.0,21.0,25.0,1.0,7.0,Low,No,No,"Clubhouse, Gym, Garden, Pool, Playground",East,Builder,Under_Construction
878.0,Delhi,New Delhi,Locality_34,Property_Type,5.0,1112.0,320.91,0.29,2017.0,Unfurnished,13.0,1.0,8.0,6.0,1.0,High,No,Yes,"Pool, Garden, Playground",East,Broker,Ready_to_Move
879.0,Karnataka,Bangalore,Locality_314,Property_Type,3.0,3674.0,218.51,0.06,1990.0,Unfurnished,22.0,12.0,35.0,8.0,10.0,Low,No,No,"Playground, Clubhouse, Gym, Garden, Pool",North,Owner,Under_Construction
880.0,Gujarat,Surat,Locality_74,Property_Type,1.0,2831.0,333.64,0.12,2021.0,Unfurnished,0.0,1.0,4.0,3.0,2.0,Medium,No,No,"Gym, Clubhouse, Garden",East,Broker,Ready_to_Move
881.0,Kerala,Trivandrum,Locality_313,Property_Type,3.0,2196.0,379.61,0.17,1996.0,Furnished,7.0,30.0,29.0,5.0,10.0,High,No,No,"Pool, Gym, Garden, Playground",North,Broker,Ready_to_Move
882.0,Uttarakhand,Dehradun,Locality_198,Property_Type,5.0,1798.0,18.25,0.01,2023.0,Furnished,21.0,18.0,2.0,2.0,10.0,Low,Yes,Yes,"Garden, Clubhouse, Pool, Playground, Gym",East,Builder,Ready_to_Move
883.0,Jharkhand,Jamshedpur,Locality_265,Property_Type,3.0,4034.0,490.35,0.12,1994.0,Unfurnished,30.0,6.0,31.0,5.0,4.0,Medium,No,No,"Playground, Garden",East,Owner,Ready_to_Move
884.0,Kerala,Trivandrum,Locality_326,Property_Type,2.0,2534.0,325.03,0.13,2000.0,Unfurnished,0.0,6.0,25.0,2.0,3.0,High,No,No,"Playground, Pool, Clubhouse, Gym, Garden",South,Owner,Ready_to_Move
885.0,Bihar,Patna,Locality_245,Property_Type,2.0,1051.0,411.57,0.39,2013.0,Furnished,1.0,28.0,12.0,1.0,5.0,Low,No,Yes,"Playground, Pool, Garden, Gym, Clubhouse",North,Builder,Ready_to_Move
886.0,Tamil Nadu,Coimbatore,Locality_76,Property_Type,1.0,4140.0,232.25,0.06,2001.0,Semi-furnished,4.0,13.0,24.0,1.0,2.0,Low,Yes,No,"Garden, Pool, Playground",South,Owner,Ready_to_Move
887.0,Bihar,Patna,Locality_388,Property_Type,2.0,4047.0,253.31,0.06,2008.0,Furnished,24.0,1.0,17.0,5.0,1.0,High,No,Yes,"Clubhouse, Pool, Garden",West,Owner,Ready_to_Move
888.0,Kerala,Kochi,Locality_433,Property_Type,2.0,4343.0,277.35,0.06,1996.0,Unfurnished,29.0,10.0,29.0,7.0,6.0,Medium,Yes,No,"Garden, Clubhouse, Playground, Pool",North,Broker,Under_Construction
889.0,Andhra Pradesh,Vishakhapatnam,Locality_476,Property_Type,5.0,3839.0,484.38,0.13,1997.0,Semi-furnished,23.0,22.0,28.0,1.0,5.0,High,No,Yes,"Gym, Playground, Garden, Clubhouse",West,Builder,Under_Construction
890.0,Punjab,Amritsar,Locality_460,Property_Type,5.0,3633.0,336.38,0.09,2002.0,Semi-furnished,6.0,8.0,23.0,5.0,3.0,High,Yes,Yes,"Gym, Garden, Playground",West,Builder,Under_Construction
891.0,Assam,Silchar,Locality_406,Property_Type,4.0,3595.0,359.15,0.1,2017.0,Furnished,29.0,25.0,8.0,10.0,2.0,Low,No,Yes,"Pool, Gym",North,Broker,Under_Construction
892.0,Chhattisgarh,Raipur,Locality_371,Property_Type,2.0,1084.0,459.28,0.42,1995.0,Unfurnished,30.0,29.0,30.0,1.0,9.0,Medium,Yes,No,"Pool, Clubhouse, Playground, Garden",North,Broker,Under_Construction
893.0,Odisha,Cuttack,Locality_175,Property_Type,1.0,1101.0,267.88,0.24,2008.0,Unfurnished,15.0,30.0,17.0,2.0,3.0,High,Yes,No,"Gym, Clubhouse, Garden, Playground, Pool",South,Owner,Ready_to_Move
894.0,Bihar,Patna,Locality_495,Property_Type,1.0,2562.0,24.5,0.01,2003.0,Semi-furnished,20.0,15.0,22.0,5.0,8.0,Low,Yes,No,"Clubhouse, Garden, Playground",West,Builder,Ready_to_Move
895.0,Delhi,Dwarka,Locality_34,Property_Type,2.0,4919.0,250.45,0.05,1998.0,Semi-furnished,15.0,13.0,27.0,7.0,7.0,Low,Yes,Yes,Garden,East,Owner,Under_Construction
896.0,Uttarakhand,Dehradun,Locality_6,Property_Type,1.0,3051.0,278.32,0.09,2001.0,Unfurnished,26.0,14.0,24.0,6.0,4.0,Low,No,No,"Garden, Clubhouse",West,Builder,Ready_to_Move
897.0,Karnataka,Bangalore,Locality_225,Property_Type,5.0,1593.0,319.72,0.2,2019.0,Furnished,10.0,20.0,6.0,10.0,6.0,Low,Yes,Yes,Garden,West,Owner,Under_Construction
898.0,Telangana,Warangal,Locality_271,Property_Type,3.0,1245.0,100.49,0.08,2003.0,Semi-furnished,14.0,14.0,22.0,5.0,7.0,Low,No,Yes,"Clubhouse, Playground",East,Broker,Ready_to_Move
899.0,Haryana,Faridabad,Locality_464,Property_Type,3.0,4330.0,284.03,0.07,2006.0,Furnished,12.0,8.0,19.0,7.0,3.0,Medium,Yes,No,Playground,West,Owner,Ready_to_Move
900.0,Uttarakhand,Haridwar,Locality_398,Property_Type,5.0,3865.0,95.47,0.02,2016.0,Semi-furnished,11.0,19.0,9.0,9.0,4.0,High,No,No,"Garden, Clubhouse, Pool, Playground",South,Owner,Ready_to_Move
901.0,Punjab,Amritsar,Locality_339,Property_Type,4.0,1597.0,455.74,0.29,2006.0,Unfurnished,18.0,16.0,19.0,8.0,6.0,Medium,Yes,Yes,Pool,West,Owner,Under_Construction
902.0,Maharashtra,Mumbai,Locality_55,Property_Type,4.0,3553.0,448.07,0.13,2012.0,Unfurnished,2.0,9.0,13.0,1.0,9.0,High,No,Yes,"Gym, Playground, Garden",West,Owner,Ready_to_Move
903.0,Delhi,New Delhi,Locality_304,Property_Type,1.0,1145.0,106.39,0.09,2015.0,Unfurnished,6.0,19.0,10.0,6.0,3.0,High,Yes,No,"Playground, Clubhouse, Garden, Pool",West,Builder,Ready_to_Move
904.0,Rajasthan,Jodhpur,Locality_383,Property_Type,3.0,590.0,404.87,0.69,2000.0,Semi-furnished,15.0,30.0,25.0,10.0,2.0,Medium,No,Yes,"Clubhouse, Gym",East,Broker,Under_Construction
905.0,Jharkhand,Jamshedpur,Locality_135,Property_Type,4.0,1895.0,442.51,0.23,2011.0,Semi-furnished,22.0,21.0,14.0,1.0,10.0,High,No,Yes,Garden,East,Builder,Under_Construction
906.0,Jharkhand,Jamshedpur,Locality_422,Property_Type,2.0,4093.0,359.87,0.09,2018.0,Furnished,9.0,27.0,7.0,3.0,7.0,Medium,No,No,"Pool, Gym",North,Owner,Under_Construction
907.0,Maharashtra,Nagpur,Locality_143,Property_Type,2.0,4416.0,285.22,0.06,2015.0,Unfurnished,24.0,6.0,10.0,6.0,10.0,Medium,Yes,Yes,"Pool, Gym, Garden",East,Builder,Ready_to_Move
908.0,Punjab,Ludhiana,Locality_1,Property_Type,4.0,2780.0,19.62,0.01,2000.0,Semi-furnished,1.0,4.0,25.0,9.0,2.0,Medium,Yes,No,Playground,West,Broker,Under_Construction
909.0,Jharkhand,Jamshedpur,Locality_489,Property_Type,3.0,2478.0,167.26,0.07,2002.0,Furnished,1.0,8.0,23.0,10.0,7.0,Low,No,No,"Garden, Clubhouse, Gym, Playground, Pool",West,Builder,Under_Construction
910.0,Karnataka,Mangalore,Locality_496,Property_Type,2.0,3602.0,463.7,0.13,2008.0,Furnished,26.0,5.0,17.0,10.0,9.0,Medium,Yes,No,"Playground, Gym, Garden, Clubhouse, Pool",South,Broker,Under_Construction
911.0,Gujarat,Surat,Locality_60,Property_Type,4.0,833.0,159.43,0.19,2006.0,Furnished,15.0,5.0,19.0,1.0,8.0,Medium,Yes,No,"Clubhouse, Playground, Pool, Gym",South,Owner,Under_Construction
912.0,Odisha,Bhubaneswar,Locality_48,Property_Type,2.0,4288.0,125.9,0.03,2022.0,Semi-furnished,2.0,26.0,3.0,8.0,7.0,Low,Yes,No,"Gym, Garden, Clubhouse",East,Broker,Under_Construction
913.0,Assam,Guwahati,Locality_277,Property_Type,2.0,3905.0,300.26,0.08,2002.0,Unfurnished,9.0,18.0,23.0,4.0,4.0,Low,No,No,"Gym, Pool, Playground",South,Broker,Ready_to_Move
914.0,Bihar,Gaya,Locality_251,Property_Type,3.0,3820.0,69.91,0.02,2015.0,Unfurnished,18.0,27.0,10.0,5.0,1.0,Medium,Yes,Yes,"Garden, Playground, Pool, Gym, Clubhouse",West,Owner,Under_Construction
915.0,Punjab,Ludhiana,Locality_68,Property_Type,1.0,2968.0,279.65,0.09,2018.0,Semi-furnished,17.0,5.0,7.0,3.0,7.0,Medium,Yes,No,"Garden, Pool, Gym",North,Owner,Ready_to_Move
916.0,Gujarat,Ahmedabad,Locality_387,Property_Type,3.0,2450.0,391.31,0.16,2011.0,Semi-furnished,20.0,18.0,14.0,8.0,5.0,Medium,Yes,Yes,"Gym, Pool, Garden, Clubhouse",East,Owner,Under_Construction
917.0,Jharkhand,Ranchi,Locality_416,Property_Type,1.0,1937.0,149.61,0.08,1992.0,Unfurnished,4.0,1.0,33.0,7.0,6.0,High,No,No,"Pool, Clubhouse",North,Broker,Ready_to_Move
918.0,Telangana,Hyderabad,Locality_250,Property_Type,1.0,2528.0,180.67,0.07,2010.0,Unfurnished,2.0,7.0,15.0,1.0,2.0,Low,Yes,No,Clubhouse,West,Owner,Under_Construction
919.0,Odisha,Bhubaneswar,Locality_493,Property_Type,5.0,4616.0,219.54,0.05,2020.0,Semi-furnished,0.0,8.0,5.0,3.0,5.0,High,No,No,"Garden, Pool, Gym, Clubhouse, Playground",West,Owner,Ready_to_Move
920.0,Delhi,New Delhi,Locality_238,Property_Type,5.0,653.0,279.9,0.43,2021.0,Unfurnished,4.0,5.0,4.0,3.0,8.0,Low,No,Yes,"Playground, Pool",West,Owner,Under_Construction
921.0,Odisha,Cuttack,Locality_14,Property_Type,1.0,3995.0,419.56,0.11,2003.0,Unfurnished,20.0,4.0,22.0,10.0,10.0,High,No,Yes,"Gym, Garden, Pool, Playground",West,Broker,Under_Construction
922.0,Madhya Pradesh,Indore,Locality_283,Property_Type,1.0,3823.0,328.54,0.09,2008.0,Furnished,6.0,16.0,17.0,9.0,7.0,High,Yes,Yes,Garden,West,Owner,Under_Construction
923.0,Telangana,Hyderabad,Locality_329,Property_Type,4.0,2326.0,145.41,0.06,2003.0,Furnished,15.0,19.0,22.0,7.0,9.0,Low,No,No,"Playground, Garden",North,Owner,Under_Construction
924.0,Haryana,Faridabad,Locality_358,Property_Type,4.0,3564.0,179.67,0.05,1993.0,Unfurnished,16.0,5.0,32.0,10.0,8.0,Medium,Yes,Yes,"Clubhouse, Playground",West,Owner,Ready_to_Move
925.0,Haryana,Faridabad,Locality_328,Property_Type,1.0,1384.0,141.03,0.1,2005.0,Semi-furnished,24.0,20.0,20.0,9.0,8.0,Low,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",South,Builder,Under_Construction
926.0,Tamil Nadu,Chennai,Locality_316,Property_Type,5.0,3347.0,285.43,0.09,2023.0,Unfurnished,28.0,24.0,2.0,7.0,6.0,Medium,No,No,Playground,West,Broker,Under_Construction
927.0,Gujarat,Surat,Locality_21,Property_Type,1.0,3824.0,426.8,0.11,2016.0,Semi-furnished,9.0,19.0,9.0,7.0,5.0,High,Yes,No,"Playground, Gym, Garden, Pool",North,Owner,Under_Construction
928.0,Haryana,Faridabad,Locality_110,Property_Type,1.0,2730.0,265.84,0.1,1993.0,Furnished,17.0,6.0,32.0,3.0,6.0,Low,Yes,No,"Playground, Garden, Clubhouse, Pool",South,Owner,Under_Construction
929.0,Telangana,Hyderabad,Locality_184,Property_Type,5.0,2192.0,180.58,0.08,1992.0,Semi-furnished,11.0,11.0,33.0,8.0,7.0,Medium,Yes,No,"Playground, Gym, Clubhouse, Garden, Pool",North,Builder,Ready_to_Move
930.0,Odisha,Cuttack,Locality_8,Property_Type,2.0,4167.0,292.42,0.07,2016.0,Unfurnished,16.0,14.0,9.0,2.0,4.0,High,Yes,No,"Clubhouse, Gym, Playground",South,Owner,Ready_to_Move
931.0,Kerala,Kochi,Locality_232,Property_Type,3.0,2639.0,117.56,0.04,2020.0,Unfurnished,28.0,27.0,5.0,7.0,2.0,Medium,No,Yes,"Garden, Pool, Clubhouse, Playground, Gym",East,Owner,Under_Construction
932.0,Andhra Pradesh,Vishakhapatnam,Locality_293,Property_Type,1.0,2522.0,221.61,0.09,2012.0,Semi-furnished,19.0,6.0,13.0,9.0,6.0,Medium,No,Yes,"Playground, Garden, Gym, Clubhouse, Pool",West,Builder,Under_Construction
933.0,Chhattisgarh,Raipur,Locality_112,Property_Type,3.0,3107.0,380.96,0.12,2008.0,Unfurnished,16.0,26.0,17.0,9.0,6.0,High,Yes,No,"Pool, Playground, Gym",West,Broker,Ready_to_Move
934.0,Karnataka,Mangalore,Locality_336,Property_Type,2.0,779.0,497.89,0.64,2004.0,Furnished,17.0,1.0,21.0,4.0,5.0,High,No,Yes,"Playground, Pool",East,Broker,Under_Construction
935.0,Bihar,Gaya,Locality_475,Property_Type,1.0,4620.0,175.8,0.04,1997.0,Furnished,10.0,10.0,28.0,6.0,1.0,High,Yes,No,Playground,North,Owner,Ready_to_Move
936.0,Delhi,New Delhi,Locality_185,Property_Type,3.0,4576.0,416.3,0.09,2003.0,Semi-furnished,4.0,28.0,22.0,6.0,9.0,High,No,No,"Garden, Gym",East,Builder,Ready_to_Move
937.0,Haryana,Gurgaon,Locality_164,Property_Type,3.0,1130.0,72.78,0.06,1993.0,Furnished,13.0,18.0,32.0,4.0,5.0,High,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",East,Broker,Ready_to_Move
938.0,Punjab,Amritsar,Locality_139,Property_Type,5.0,4790.0,399.66,0.08,1999.0,Furnished,23.0,21.0,26.0,6.0,2.0,Low,No,No,"Clubhouse, Playground, Gym, Garden, Pool",East,Builder,Under_Construction
939.0,Haryana,Gurgaon,Locality_414,Property_Type,4.0,2416.0,498.31,0.21,1993.0,Furnished,27.0,14.0,32.0,5.0,1.0,Medium,No,Yes,"Playground, Clubhouse",South,Owner,Under_Construction
940.0,Tamil Nadu,Chennai,Locality_413,Property_Type,2.0,2462.0,18.63,0.01,1995.0,Unfurnished,11.0,26.0,30.0,8.0,5.0,Low,Yes,Yes,"Pool, Playground, Gym, Garden",North,Broker,Ready_to_Move
941.0,Andhra Pradesh,Vishakhapatnam,Locality_201,Property_Type,2.0,3758.0,479.6,0.13,2001.0,Semi-furnished,30.0,2.0,24.0,5.0,4.0,Medium,No,Yes,"Gym, Clubhouse, Playground, Garden, Pool",West,Broker,Ready_to_Move
942.0,Assam,Silchar,Locality_494,Property_Type,2.0,1414.0,113.49,0.08,2016.0,Furnished,22.0,12.0,9.0,9.0,4.0,High,No,Yes,"Clubhouse, Pool, Garden",South,Broker,Under_Construction
943.0,Maharashtra,Nagpur,Locality_455,Property_Type,1.0,4369.0,128.11,0.03,2007.0,Furnished,10.0,29.0,18.0,7.0,4.0,Low,No,Yes,Pool,North,Builder,Ready_to_Move
944.0,Chhattisgarh,Raipur,Locality_447,Property_Type,2.0,3682.0,482.31,0.13,1996.0,Unfurnished,28.0,23.0,29.0,10.0,5.0,Medium,No,No,"Garden, Clubhouse, Pool, Gym",South,Builder,Ready_to_Move
945.0,Bihar,Gaya,Locality_388,Property_Type,4.0,3837.0,329.98,0.09,1995.0,Semi-furnished,4.0,26.0,30.0,2.0,6.0,Medium,Yes,Yes,"Playground, Garden, Clubhouse, Gym, Pool",South,Broker,Ready_to_Move
946.0,Telangana,Warangal,Locality_354,Property_Type,2.0,1922.0,123.6,0.06,2007.0,Unfurnished,29.0,19.0,18.0,1.0,9.0,Low,No,No,"Clubhouse, Pool, Playground",South,Owner,Under_Construction
947.0,Karnataka,Bangalore,Locality_157,Property_Type,2.0,2324.0,131.14,0.06,2023.0,Furnished,24.0,20.0,2.0,5.0,1.0,High,No,Yes,"Clubhouse, Playground, Gym",East,Broker,Ready_to_Move
948.0,Uttar Pradesh,Lucknow,Locality_352,Property_Type,5.0,2165.0,349.97,0.16,1999.0,Furnished,4.0,21.0,26.0,5.0,9.0,High,No,Yes,"Gym, Garden, Pool, Playground, Clubhouse",South,Builder,Under_Construction
949.0,Assam,Silchar,Locality_239,Property_Type,1.0,832.0,67.46,0.08,2012.0,Unfurnished,23.0,11.0,13.0,2.0,5.0,Medium,No,No,"Playground, Garden",South,Builder,Under_Construction
950.0,Madhya Pradesh,Bhopal,Locality_231,Property_Type,3.0,1612.0,444.71,0.28,2023.0,Furnished,15.0,28.0,2.0,6.0,1.0,Low,Yes,Yes,"Playground, Garden",East,Owner,Ready_to_Move
951.0,Uttarakhand,Dehradun,Locality_193,Property_Type,1.0,3529.0,114.41,0.03,1993.0,Furnished,12.0,15.0,32.0,4.0,5.0,Low,Yes,No,"Clubhouse, Playground, Garden",North,Builder,Ready_to_Move
952.0,Odisha,Cuttack,Locality_191,Property_Type,2.0,853.0,417.85,0.49,1990.0,Unfurnished,8.0,14.0,35.0,9.0,4.0,Low,No,Yes,Pool,East,Broker,Ready_to_Move
953.0,Bihar,Patna,Locality_363,Property_Type,4.0,2830.0,272.76,0.1,2019.0,Unfurnished,0.0,4.0,6.0,6.0,8.0,High,No,Yes,"Playground, Garden, Pool",East,Owner,Under_Construction
954.0,Karnataka,Bangalore,Locality_330,Property_Type,4.0,1981.0,156.54,0.08,2013.0,Semi-furnished,24.0,14.0,12.0,8.0,1.0,Medium,Yes,Yes,"Pool, Garden, Playground, Gym",West,Owner,Ready_to_Move
955.0,Uttar Pradesh,Lucknow,Locality_229,Property_Type,5.0,947.0,175.72,0.19,2013.0,Semi-furnished,8.0,28.0,12.0,9.0,8.0,Medium,Yes,No,"Pool, Gym, Playground, Clubhouse",East,Owner,Ready_to_Move
956.0,Punjab,Amritsar,Locality_252,Property_Type,5.0,2147.0,393.47,0.18,1999.0,Furnished,0.0,30.0,26.0,4.0,3.0,High,No,Yes,Garden,North,Broker,Under_Construction
957.0,Chhattisgarh,Raipur,Locality_171,Property_Type,4.0,823.0,323.88,0.39,2009.0,Furnished,24.0,17.0,16.0,5.0,7.0,Medium,Yes,No,"Garden, Clubhouse, Gym, Playground",North,Builder,Under_Construction
958.0,West Bengal,Kolkata,Locality_236,Property_Type,5.0,1708.0,23.91,0.01,2014.0,Semi-furnished,20.0,19.0,11.0,7.0,10.0,High,Yes,Yes,Gym,North,Broker,Ready_to_Move
959.0,Kerala,Trivandrum,Locality_74,Property_Type,4.0,3203.0,159.47,0.05,2011.0,Semi-furnished,3.0,26.0,14.0,5.0,10.0,Medium,No,No,Gym,East,Broker,Under_Construction
960.0,Bihar,Patna,Locality_201,Property_Type,3.0,2148.0,186.69,0.09,1992.0,Furnished,2.0,13.0,33.0,7.0,5.0,Medium,Yes,No,"Playground, Gym, Garden, Pool",West,Owner,Ready_to_Move
961.0,Odisha,Cuttack,Locality_73,Property_Type,5.0,3905.0,193.95,0.05,1995.0,Unfurnished,18.0,19.0,30.0,7.0,10.0,Medium,Yes,Yes,Pool,South,Broker,Under_Construction
962.0,Tamil Nadu,Chennai,Locality_421,Property_Type,5.0,4019.0,271.74,0.07,2002.0,Semi-furnished,21.0,1.0,23.0,6.0,10.0,Low,No,Yes,Garden,South,Owner,Under_Construction
963.0,Maharashtra,Pune,Locality_355,Property_Type,1.0,1266.0,147.69,0.12,1994.0,Unfurnished,10.0,1.0,31.0,3.0,3.0,Medium,Yes,No,"Playground, Gym, Pool",North,Owner,Under_Construction
964.0,Uttarakhand,Haridwar,Locality_447,Property_Type,2.0,4410.0,497.27,0.11,2020.0,Semi-furnished,2.0,26.0,5.0,5.0,9.0,Medium,Yes,Yes,"Garden, Gym, Pool, Playground",East,Builder,Under_Construction
965.0,Rajasthan,Jaipur,Locality_480,Property_Type,1.0,4660.0,291.23,0.06,2006.0,Semi-furnished,24.0,28.0,19.0,3.0,1.0,High,Yes,No,"Clubhouse, Gym",East,Broker,Under_Construction
966.0,Gujarat,Ahmedabad,Locality_393,Property_Type,4.0,756.0,29.75,0.04,2012.0,Unfurnished,15.0,2.0,13.0,6.0,2.0,Low,Yes,No,"Garden, Playground, Pool, Clubhouse, Gym",South,Owner,Under_Construction
967.0,Kerala,Kochi,Locality_102,Property_Type,4.0,4874.0,220.91,0.05,1990.0,Unfurnished,5.0,5.0,35.0,1.0,1.0,Medium,No,Yes,"Clubhouse, Garden, Pool",North,Broker,Under_Construction
968.0,Chhattisgarh,Raipur,Locality_75,Property_Type,1.0,4375.0,332.95,0.08,1998.0,Semi-furnished,0.0,1.0,27.0,9.0,8.0,High,No,Yes,"Gym, Pool, Playground, Garden, Clubhouse",North,Broker,Under_Construction
969.0,Maharashtra,Nagpur,Locality_452,Property_Type,1.0,523.0,370.51,0.71,1990.0,Unfurnished,30.0,8.0,35.0,8.0,8.0,Medium,No,No,"Gym, Clubhouse, Playground, Pool, Garden",South,Owner,Under_Construction
970.0,Chhattisgarh,Raipur,Locality_113,Property_Type,5.0,4793.0,196.88,0.04,2015.0,Semi-furnished,13.0,11.0,10.0,3.0,3.0,High,No,Yes,"Garden, Clubhouse, Playground",East,Broker,Under_Construction
971.0,Telangana,Warangal,Locality_3,Property_Type,5.0,3898.0,456.71,0.12,2014.0,Semi-furnished,19.0,24.0,11.0,6.0,1.0,Medium,No,No,Gym,South,Builder,Under_Construction
